mOBJECTID,STATEFP,CD119FP,GEOID,GEOIDFQ,NAMELSAD,LSAD,CDSESSN,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,OFFICE_ID,BIOGUIDE_ID,OFFICE_AUDIT_ID,PREFIX,FIRSTNAME,MIDDLENAME,LASTNAME,SUFFIX,LISTING_NAME,PHONE,WEBSITEURL,VACANT,CONTACTFORMURL,PHOTOURL,FACE_BOOK_URL,TWITTER_URL,YOUTUBE_URL,INSTAGRAM_URL,FLICKR_URL,PARTY,DISTRICT,STATE,VACANCY,ROOM_NUM,HOB,COMMITTEE_ASSIGNMENTS,LAST_UPDATED,Shape__Area,Shape__Length
214,26,11,2611,5001900US2611,Congressional District 11,C2,119,G5200,N,816237200,54251927,+42.5821192,-083.3349087,MI11,S001215,00010464,Ms. ,Haley,M.,Stevens,,"Stevens, Haley",58171,https://stevens.house.gov/,N,https://stevens.house.gov/address_authentication?form=/contact/email-me,https://ziplook.house.gov/zip/pictures/mi11_stevens.jpg,https://www.facebook.com/RepHaleyStevens,https://twitter.com/RepHaleyStevens,https://www.youtube.com/housedems,https://instagram.com/rephaleystevens/,,D,11,,,2411,RHOB,"Education and Workforce;Science, Space, and Technology;Sel Comm Strategic Comp Us Chi",,1606524749.73047,221116.168689994
215,27,03,2703,5001900US2703,Congressional District 3,C2,119,G5200,N,1212394855,126600705,+45.0228823,-093.5102043,MN03,M001234,00010997,Ms. ,Kelly,,Morrison,,"Morrison, Kelly",52871,https://morrison.house.gov/,N,https://morrison.house.gov/contact,https://ziplook.house.gov/zip/pictures/mn03_morrison.jpg,,,,,,D,03,,,1205,LHOB,Foreign Affairs;Small Business,,2680230256.91016,338521.172767334
216,27,01,2701,5001900US2701,Congressional District 1,C2,119,G5200,N,31696673134,560957069,+43.9048576,-093.5311250,MN01,F000475,00010721,Mr. ,Brad,,Finstad,,"Finstad, Brad",52472,https://finstad.house.gov/,N,https://finstad.house.gov/contact,https://ziplook.house.gov/zip/pictures/mn01_finstad.jpg,https://www.facebook.com/RepFinstad/,https://twitter.com/RepFinstad,https://www.youtube.com/@repfinstad,https://www.instagram.com/repfinstad,,R,01,,,1605,LHOB,Agriculture;Armed Services,,62161219663.0352,1645719.7821889
217,27,08,2708,5001900US2708,Congressional District 8,C2,119,G5200,N,80910317302,15049038237,+47.4007817,-093.2332477,MN08,S001212,00010470,Mr. ,Pete,,Stauber,,"Stauber, Pete",56211,https://stauber.house.gov,N,https://stauber.house.gov/contact/email-me,https://ziplook.house.gov/zip/pictures/mn08_stauber.jpg,http://www.facebook.com/RepPeteStauber,http://x.com/RepPeteStauber,,,,R,08,,,145,CHOB,Natural Resources;Small Business;Transportation,,209429305585.297,3164197.48874667
218,27,05,2705,5001900US2705,Congressional District 5,C2,119,G5200,N,338806297,16518420,+44.9836547,-093.2922722,MN05,O000173,00010469,Ms. ,Ilhan,,Omar,,"Omar, Ilhan",54755,https://omar.house.gov/,N,https://omar.house.gov/address_authentication?form=/contact/email-me,https://ziplook.house.gov/zip/pictures/mn05_omar.jpg,https://www.facebook.com/RepIlhan/,https://x.com/Ilhan,https://www.youtube.com/channel/UC4meVUkgJUxyHE5CifWAumQ,https://instagram.com/repilhan/,,D,05,,,1730,LHOB,Education and Workforce;the Budget,,710249121.507813,144237.478199347
219,27,06,2706,5001900US2706,Congressional District 6,C2,119,G5200,N,6434676045,338639027,+45.2920692,-093.8388074,MN06,E000294,00010282,Mr. ,Tom,,Emmer,,"Emmer, Tom",52331,https://emmer.house.gov/,N,https://emmer.house.gov/contact,https://ziplook.house.gov/zip/pictures/mn06_emmer.jpg,https://www.facebook.com/reptomemmer,https://twitter.com/reptomemmer,https://www.youtube.com/RepTomEmmer,https://instagram.com/reptomemmer,,R,06,,,464,CHOB,Financial Services,,13691231875.168,871731.865681618
220,27,04,2704,5001900US2704,Congressional District 4,C2,119,G5200,N,785260373,79782209,+45.0016036,-092.9900225,MN04,M001143,00007503,Ms. ,Betty,,McCollum,,"McCollum, Betty",56631,https://mccollum.house.gov,N,https://mccollum.house.gov/contact,https://ziplook.house.gov/zip/pictures/mn04_mccollum.jpg,http://www.facebook.com/repbettymccollum/,http://twitter.com/BettyMcCollum04,http://www.youtube.com/user/BMcCollum04,http://instagram.com/repbettymccollum/,,D,04,,,2426,RHOB,Appropriations,,1730326459.44531,199392.601681072
221,27,02,2702,5001900US2702,Congressional District 2,C2,119,G5200,N,4474969571,212918343,+44.5509936,-093.3739838,MN02,C001119,00010601,Ms. ,Angie,,Craig,,"Craig, Angie",52271,https://craig.house.gov,N,https://craig.house.gov/address_authentication?form=/contact/email-me,https://ziplook.house.gov/zip/pictures/mn02_craig.jpg,http://www.facebook.com/RepAngieCraig,http://x.com/RepAngieCraig,,http://instagram.com/repangiecraig/,,D,02,,,2442,RHOB,Agriculture;Energy and Commerce,,9233198465.58594,558983.517418419
222,27,07,2707,5001900US2707,Congressional District 7,C2,119,G5200,N,80391693626,2552782051,+46.2075570,-095.6669740,MN07,F000470,00010652,Mrs.,Michelle,,Fischbach,,"Fischbach, Michelle",52165,https://fischbach.house.gov,N,https://fischbach.house.gov/contact,https://ziplook.house.gov/zip/pictures/mn07_fischbach.jpg,https://www.facebook.com/repfischbach,https://twitter.com/RepFischbach,https://www.youtube.com/repfischbach,https://www.instagram.com/repfischbach,,R,07,,,1004,LHOB,Ethics;Rules;the Budget;Ways and Means,,173588110495.352,3520032.00806926
223,28,03,2803,5001900US2803,Congressional District 3,C2,119,G5200,N,30360938247,260559283,+32.1881614,-089.4165197,MS03,G000591,00010473,Mr. ,Michael,,Guest,,"Guest, Michael",55031,https://guest.house.gov,N,https://guest.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/ms03_guest.jpg,https://facebook.com/RepMichaelGuest,https://x.com/RepMichaelGuest,https://www.youtube.com/channel/UCJ4U1a5lhZ93e2tlI8aB_tg,https://instagram.com/repmichaelguest,,R,03,,,450,CHOB,Appropriations;Ethics;Homeland Security,,42881440230.1641,1484715.2308315
224,28,01,2801,5001900US2801,Congressional District 1,C2,119,G5200,N,25749770918,395396811,+34.2632506,-089.0057529,MS01,K000388,00010304,Mr. ,Trent,,Kelly,,"Kelly, Trent",54306,https://trentkelly.house.gov/,N,https://trentkelly.house.gov/forms/writeyourrep/,https://ziplook.house.gov/zip/pictures/ms01_kelly.jpg,https://facebook.com/reptrentkelly,,https://www.youtube.com/channel/UCtDrz-8tdg4ZgOAQHToSWaQ,https://www.instagram.com/reptrentkelly/,,R,01,,,2243,RHOB,Agriculture;Armed Services;Intelligence (Permanent),,38376774052.1992,1125593.60539806
225,28,04,2804,5001900US2804,Congressional District 4,C2,119,G5200,N,18813890828,2201487652,+30.9301995,-089.0395433,MS04,E000235,00010822,Mr. ,Mike,,Ezell,,"Ezell, Mike",55772,https://ezell.house.gov,N,https://ezell.house.gov/contact/,https://ziplook.house.gov/zip/pictures/ms04_ezell.jpg,https://facebook.com/repezell,https://twitter.com/repezell,https://www.youtube.com/@repezell,https://instagram.com/repmikeezell,,R,04,,,443,CHOB,Homeland Security;Transportation,,28663049052.3008,881845.875550768
226,28,02,2802,5001900US2802,Congressional District 2,C2,119,G5200,N,46609516441,1056859068,+32.9387814,-090.4344022,MS02,T000193,00006086,Mr. ,Bennie,G.,Thompson,,"Thompson, Bennie",55876,https://benniethompson.house.gov/,N,https://benniethompson.house.gov/address_authentication?form=/contact/email,https://ziplook.house.gov/zip/pictures/ms02_thompson.jpg,http://www.facebook.com/Congressman-Bennie-G-Thompson/,http://twitter.com/BennieGThompson,,http://instagram.com/benniegthompson/,,D,02,,,2466,RHOB,Homeland Security,,67904939972.4805,2578757.54433868
227,29,03,2903,5001900US2903,Congressional District 3,C2,119,G5200,N,19644523431,293071988,+38.4751005,-091.7247548,MO03,O000177,00010999,Mr. ,Robert,F.,Onder,Jr.,"Onder, Robert",52956,https://onder.house.gov/,N,https://onder.house.gov/contact,https://ziplook.house.gov/zip/pictures/mo03_onder.jpg,,,,,,R,03,,,1113,LHOB,Financial Services;Sel Comm Strategic Comp Us Chi;Small Business,,32576318624.0234,1615582.88254455
228,29,01,2901,5001900US2901,Congressional District 1,C2,119,G5200,N,642192503,27393419,+38.7269305,-090.3058980,MO01,B001324,00010998,Mr. ,Wesley,,Bell,,"Bell, Wesley",54206,https://bell.house.gov/,N,https://bell.house.gov/contact,https://ziplook.house.gov/zip/pictures/mo01_bell.jpg,,https://x.com/RepWesleyBellMO,,,,D,01,,,1429,LHOB,Oversight and Gov Reform;the Judiciary,,1101746823.33984,211695.872582257
229,29,08,2908,5001900US2908,Congressional District 8,C2,119,G5200,N,47436360572,438363741,+37.1287716,-090.9200670,MO08,S001195,00010143,Mr. ,Jason,,Smith,,"Smith, Jason",54404,https://jasonsmith.house.gov,N,https://jasonsmith.house.gov/forms/writeyourrep/default.aspx,https://ziplook.house.gov/zip/pictures/mo08_smithjason.jpg,http://www.facebook.com/repjasonsmith,http://twitter.com/RepJasonSmith,http://www.youtube.com/user/RepJasonSmith,,,R,08,,,1011,RHOB,Joint Taxation;Ways and Means,,75448046437.1289,1883420.99638055
230,29,05,2905,5001900US2905,Congressional District 5,C2,119,G5200,N,1093783219,23559914,+39.0281303,-094.4602235,MO05,C001061,00007505,Mr. ,Emanuel,,Cleaver,,"Cleaver, Emanuel",54535,https://cleaver.house.gov,N,https://cleaver.house.gov/address_authentication?form=/contact/email-me,https://ziplook.house.gov/zip/pictures/mo05_cleaver.jpg,http://www.facebook.com/emanuelcleaverii,https://twitter.com/repcleaver,http://www.youtube.com/user/repcleaver,,http://www.flickr.com/photos/repcleaver/,D,05,,,2217,RHOB,Financial Services,,1854122508.61719,247722.091918337
231,29,06,2906,5001900US2906,Congressional District 6,C2,119,G5200,N,52459152528,592891651,+39.8729583,-093.1835241,MO06,G000546,00006555,Mr. ,Sam,,Graves,,"Graves, Sam",57041,https://graves.house.gov/,N,https://graves.house.gov/contact,https://ziplook.house.gov/zip/pictures/mo06_graves.jpg,https://www.facebook.com/RepSamGraves/,https://twitter.com/RepSamGraves,,https://www.instagram.com/repsamgraves/,,R,06,,,1135,LHOB,Armed Services;Transportation,,90178582689.6797,1935277.29406009
232,29,04,2904,5001900US2904,Congressional District 4,C2,119,G5200,N,37179630226,801310570,+38.2277394,-093.4848237,MO04,A000379,00010818,Mr. ,Mark,,Alford,,"Alford, Mark",52876,https://alford.house.gov,N,https://alford.house.gov/contact/,https://ziplook.house.gov/zip/pictures/mo04_alford.jpg,https://facebook.com/profile.php?id=100089595940547/,https://twitter.com/RepMarkAlford,https://youtube.com/@RepAlford,https://instagram.com/RepMarkAlford,,R,04,,,1516,LHOB,Agriculture;Armed Services;Small Business,,61668870623,1601591.13303065
233,29,02,2902,5001900US2902,Congressional District 2,C2,119,G5200,N,4638237978,79240396,+38.5336512,-090.9565539,MO02,W000812,00009919,Mrs.,Ann,,Wagner,,"Wagner, Ann",51621,https://wagner.house.gov,N,https://wagner.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/mo02_wagner.jpg,https://www.facebook.com/RepAnnWagner/,https://twitter.com/@RepAnnWagner,https://www.youtube.com/channel/UCy2v2DXXvQnbRc8Zx77Dnsg,https://www.instagram.com/repannwagner/,,R,02,,,2350,RHOB,Financial Services;Foreign Affairs,,7721192947.20703,574497.745342293
234,29,07,2907,5001900US2907,Congressional District 7,C2,119,G5200,N,14958523496,231543808,+36.9180924,-093.7105470,MO07,B001316,00010819,Mr. ,Eric,,Burlison,,"Burlison, Eric",56536,https://burlison.house.gov,N,https://burlison.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/mo07_burlison.jpg,https://www.facebook.com/profile.php?id=100089208900263,https://twitter.com/RepEricBurlison,,,,R,07,,,1108,LHOB,Education and Workforce;Oversight and Gov Reform;Transportation,,23813638190.1758,753228.984310783
235,30,01,3001,5001900US3001,Congressional District 1,C2,119,G5200,N,104033840122,1580291834,+46.9222661,-113.4858582,MT01,Z000018,00010823,Mr. ,Ryan,K.,Zinke,,"Zinke, Ryan",55628,https://zinke.house.gov,N,https://zinke.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/mt01_zinke.jpg,https://facebook.com/RepRyanZinke,https://x.com/RepRyanZinke,,https://instagram.com/RepRyanZinke,,R,01,,,512,CHOB,"Appropriations;Science, Space, and Technology",,226757581694.324,3780978.21478859
236,30,02,3002,5001900US3002,Congressional District 2,C2,119,G5200,N,272939564460,2286667044,+47.0710539,-108.1464849,MT02,D000634,00011001,Mr. ,Troy,,Downing,,"Downing, Troy",53211,https://downing.house.gov/,N,https://downing.house.gov/contact,https://ziplook.house.gov/zip/pictures/mt02_downing.jpg,https://www.facebook.com/reptroydowning,https://x.com/RepTroyDowning,https://www.youtube.com/@RepDowning,https://www.instagram.com/reptroydowning/,,R,02,,,1529,LHOB,Natural Resources;Veterans' Affairs,,593444027201.582,3847756.7353494
237,31,03,3103,5001900US3103,Congressional District 3,C2,119,G5200,N,180298758206,1117135641,+41.5409372,-100.1521229,NE03,S001172,00007965,Mr. ,Adrian,,Smith,,"Smith, Adrian",56435,https://adriansmith.house.gov/,N,https://adriansmith.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/ne03_smith.jpg,,http://twitter.com/RepAdrianSmith,http://www.youtube.com/user/RepAdrianSmith,http://instagram.com/RepAdrianSmith,,R,03,,,502,CHOB,Joint Taxation;Ways and Means,,324267707088.52,3601783.52259621
238,31,01,3101,5001900US3101,Congressional District 1,C2,119,G5200,N,15494091149,184039489,+41.3776094,-096.9798487,NE01,F000474,00010720,Mr. ,Mike,,Flood,,"Flood, Mike",54806,https://flood.house.gov/,N,https://flood.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/ne01_flood.png,https://www.facebook.com/Congressman-Mike-Flood-101986952582058,https://twitter.com/USRepMikeFlood,,,,R,01,,,343,CHOB,Financial Services,,27872295819.8125,1169135.7319219
239,31,02,3102,5001900US3102,Congressional District 2,C2,119,G5200,N,3157103770,77781851,+41.2285893,-096.4506899,NE02,B001298,00010360,Mr. ,Don,,Bacon,,"Bacon, Don",54155,https://bacon.house.gov,N,https://bacon.house.gov/contact/,https://ziplook.house.gov/zip/pictures/ne02_bacon.jpg,http://www.facebook.com/RepDonBacon,http://twitter.com/RepDonBacon,http://www.youtube.com/channel/UCR9abI1lZzAZ6HwQXc-dLFQ,http://instagram.com/RepDonBacon/,,R,02,,,2104,RHOB,Agriculture;Armed Services,,5724378473.97266,415181.273545831
240,32,03,3203,5001900US3203,Congressional District 3,C2,119,G5200,N,5192496164,51604863,+35.9873028,-115.5658771,NV03,L000590,00010483,Ms.,Susie,,Lee,,"Lee, Susie",53252,https://susielee.house.gov,N,https://susielee.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/nv03_lee.jpg,http://www.facebook.com/RepSusieLee,http://twitter.com/RepSusieLee,,https://www.instagram.com/repsusielee/,,D,03,,,365,CHOB,Appropriations;Natural Resources,,7970479996.66016,630776.189581266
241,32,01,3201,5001900US3201,Congressional District 1,C2,119,G5200,N,2589025410,49891535,+35.8643966,-114.9494955,NV01,T000468,00010055,Ms. ,Dina,,Titus,,"Titus, Dina",55965,https://titus.house.gov/,N,https://titus.house.gov/contact/,https://ziplook.house.gov/zip/pictures/nv01_titus.jpg,https://facebook.com/CongresswomanTitus,https://twitter.com/repdinatitus,,https://instagram.com/dinatitusnv,,D,01,,,2464,RHOB,Foreign Affairs;Homeland Security;Transportation,,4025267140.02734,344244.395028392
242,32,04,3204,5001900US3204,Congressional District 4,C2,119,G5200,N,108236672779,565767481,+37.8021410,-116.2121690,NV04,H001066,00010484,Mr. ,Steven,,Horsford,,"Horsford, Steven",59894,https://horsford.house.gov,N,https://horsford.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/nv04_horsford.jpg,https://www.facebook.com/RepHorsford/,http://x.com/RepHorsford,http://www.youtube.com/channel/UCNEpy5bPXiyAavRzYnPlhDQ?view_as=subscriber,http://instagram.com/rephorsford/?hl=en,,D,04,,,406,CHOB,Armed Services;Financial Services,,174597608823.648,2089773.10971686
243,32,02,3202,5001900US3202,Congressional District 2,C2,119,G5200,N,168518851390,1172616954,+40.5281662,-116.9894216,NV02,A000369,00009796,Mr. ,Mark,E.,Amodei,,"Amodei, Mark",56155,https://amodei.house.gov,N,https://amodei.house.gov/address_authentication?form=/email-me,https://ziplook.house.gov/zip/pictures/nv02_amodei.jpg,https://www.facebook.com/MarkAmodeiNV2,http://twitter.com/markamodeinv2,https://www.youtube.com/markamodeinv2,https://instagram.com/MarkAmodeiNV2#,,R,02,,,104,CHOB,Appropriations;Joint Library,,293703780439.973,2512302.83000161
244,33,01,3301,5001900US3301,Congressional District 1,C2,119,G5200,N,5551994812,477595286,+43.4072139,-071.1869535,NH01,P000614,00010476,Mr. ,Chris,,Pappas,,"Pappas, Chris",55456,https://pappas.house.gov,N,https://pappas.house.gov/address_authentication?form=/contact/email-me,https://ziplook.house.gov/zip/pictures/nh01_pappas.jpg,http://www.facebook.com/RepChrisPappas,http://twitter.com/RepChrisPappas,,,,D,01,,,452,CHOB,Small Business;Transportation;Veterans' Affairs,,11429732241.8828,958940.683806189
245,33,02,3302,5001900US3302,Congressional District 2,C2,119,G5200,N,17638216804,416754134,+43.7675493,-071.6970813,NH02,G000604,00011008,Ms. ,Maggie,,Goodlander,,"Goodlander, Maggie",55206,https://goodlander.house.gov/,N,https://goodlander.house.gov/contact,https://ziplook.house.gov/zip/pictures/nh02_goodlander.jpg,https://www.facebook.com/people/Congresswoman-Maggie-Goodlander/61571606604866/,https://x.com/RepGoodlander,,https://www.instagram.com/repgoodlander/,,D,02,,,223,CHOB,Energy and Commerce,,34651158031.3477,1640949.43771549
246,33,ZZ,33ZZ,5001900US33ZZ,Congressional Districts not defined,00,119,G5200,F,0,131522062,+42.9043288,-070.7543495,,,,,,,,,,,,,,,,,,,,,,,,,,,,245507199.285156,87679.3637545184
247,34,03,3403,5001900US3403,Congressional District 3,C2,119,G5200,N,2799194029,61819396,+39.9751096,-074.6114410,NJ03,C001136,00011009,Mr. ,Herbert,C.,Conaway,Jr.,"Conaway, Herbert",54765,https://conaway.house.gov/,N,https://conaway.house.gov/contact,https://ziplook.house.gov/zip/pictures/nj03_conaway.jpg,,https://x.com/RepHerbConaway,,https://www.instagram.com/repherbconaway/,,D,03,,,1022,LHOB,Armed Services;Foreign Affairs;Sel Comm Strategic Comp Us Chi,,4877664437.71094,510711.926237364
248,34,09,3409,5001900US3409,Congressional District 9,C2,119,G5200,N,286816160,18145529,+40.8955825,-074.1417705,NJ09,P000621,00011010,Ms. ,Nellie,,Pou,,"Pou, Nellie",55751,https://pou.house.gov/,N,https://pou.house.gov/contact,https://ziplook.house.gov/zip/pictures/nj09_pou.jpg,,,,,,D,09,,,1007,LHOB,Ways and Means,,534241927.984375,203570.744114957
249,34,01,3401,5001900US3401,Congressional District 1,C2,119,G5200,N,953232295,32173992,+39.7851002,-075.0026998,NJ01,N000188,00010175,Mr. ,Donald,,Norcross,,"Norcross, Donald",56501,https://norcross.house.gov,N,https://norcross.house.gov/email-me-landing,https://ziplook.house.gov/zip/pictures/nj01_norcross.jpg,http://www.facebook.com/DonaldNorcrossNJ,https://twitter.com/DonaldNorcross,http://www.youtube.com/channel/UC7kXK_PyDiOT8YrdP0jYZHw/feed/,https://instagram.com/donald_norcross/,,D,01,,,2427,RHOB,Armed Services;Education and Workforce,,1670737131.61328,232643.60290965
250,34,08,3408,5001900US3408,Congressional District 8,C2,119,G5200,N,131123031,41889569,+40.7276857,-074.1213958,NJ08,M001226,00010835,Mr. ,Robert,,Menendez,,"Menendez, Robert",57919,https://menendez.house.gov,N,https://menendez.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/nj08_menendez.jpg,https://www.facebook.com/repmenendez,https://x.com/RepMenendez,,https://www.instagram.com/repmenendez,,D,08,,,1007,LHOB,Homeland Security;Transportation,,301452189.214844,188234.775264842
251,34,05,3405,5001900US3405,Congressional District 5,C2,119,G5200,N,1682055674,73569106,+41.1141235,-074.4473817,NJ05,G000583,00010363,Mr. ,Josh,,Gottheimer,,"Gottheimer, Josh",54465,https://gottheimer.house.gov,N,https://gottheimer.house.gov/contact,https://ziplook.house.gov/zip/pictures/nj05_gottheimer.jpg,https://www.facebook.com/RepJoshG,https://twitter.com/RepJoshG,,https://www.instagram.com/RepJoshG/,,D,05,,,203,CHOB,Financial Services;Intelligence (Permanent),,3096003360.53125,397120.159443457
252,34,12,3412,5001900US3412,Congressional District 12,C2,119,G5200,N,1135298988,19307615,+40.3908021,-074.5851780,NJ12,W000822,00010219,Mrs.,Bonnie,,Watson Coleman,,"Watson Coleman, Bonnie",55801,https://watsoncoleman.house.gov/,N,https://watsoncoleman.house.gov/contact,https://ziplook.house.gov/zip/pictures/nj12_watsoncoleman.jpg,https://www.facebook.com/RepBonnie/,https://twitter.com/RepBonnie,https://www.youtube.com/channel/UCrxEaX0VKZKwg3930du2D5A,https://instagram.com/repbonnie,,D,12,,,168,CHOB,Appropriations,,1992641238.11719,379111.09656423
253,34,06,3406,5001900US3406,Congressional District 6,C2,119,G5200,N,496700087,503205521,+40.4845910,-074.3624350,NJ06,P000034,00002020,Mr. ,Frank,,Pallone,Jr.,"Pallone, Frank",54671,https://pallone.house.gov,N,https://palloneforms.house.gov/forms/writeyourrep/,https://ziplook.house.gov/zip/pictures/nj06_pallone.jpg,http://www.facebook.com/repfrankpallone,http://twitter.com/frankpallone,http://www.youtube.com/repfrankpallone,http://instagram.com/repfrankpallone/,,D,06,,,2107,RHOB,Energy and Commerce,,1726872616.22266,378120.299773876
254,34,04,3404,5001900US3404,Congressional District 4,C2,119,G5200,N,1686732441,132574382,+40.0687917,-074.2445565,NJ04,S000522,00002016,Mr. ,Christopher,H.,Smith,,"Smith, Christopher",53765,https://chrissmith.house.gov/,N,https://chrissmith.house.gov/contact/,https://ziplook.house.gov/zip/pictures/nj04_smithchristopherh.jpg,https://www.facebook.com/pages/Congressman-Chris-Smith/371621772908416,,,https://www.instagram.com/repchrissmith/?hl=en,,R,04,,,2373,RHOB,Foreign Affairs,,3110215225.94922,378936.938556518
255,34,02,3402,5001900US3402,Congressional District 2,C2,119,G5200,N,5165219006,2518557522,+39.4226952,-074.8553631,NJ02,V000133,00010609,Mr. ,Jefferson,,Van Drew,,"Van Drew, Jefferson",56572,https://vandrew.house.gov,N,https://vandrew.house.gov/contact/,https://ziplook.house.gov/zip/pictures/nj02_vandrew.jpg,https://www.facebook.com/CongressmanJVD/,https://twitter.com/Congressman_JVD,https://www.youtube.com/channel/UCc5AGO_bQLeiv313Bbr35fg,https://www.instagram.com/jeffvandrew/?hl=en,,R,02,,,2447,RHOB,the Judiciary;Transportation,,12893842372.3594,802900.155020742
256,34,10,3410,5001900US3410,Congressional District 10,C2,119,G5200,N,200826943,6425705,+40.7263692,-074.2246501,NJ10,M001229,00010960,Mrs.,LaMonica,,McIver,,"McIver, LaMonica",53436,https://mciver.house.gov/,N,https://mciver.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/nj10_mciver.jpg,,,,,,D,10,,,106,CHOB,Homeland Security;Transportation,,361236729.621094,199109.267656622
257,34,07,3407,5001900US3407,Congressional District 7,C2,119,G5200,N,3490314918,78899469,+40.7356657,-074.8331210,NJ07,K000398,00010834,Mr. ,Thomas,H.,Kean,Jr.,"Kean, Thomas",55361,https://kean.house.gov,N,https://kean.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/nj07_kean.jpg,https://www.facebook.com/CongressmanKean,https://x.com/congressmankean,https://www.youtube.com/@congressmankean,https://www.instagram.com/congressmankean/,,R,07,,,251,CHOB,"Foreign Affairs;Science, Space, and Technology;Transportation",,6223966269.42969,622402.956566086
258,34,11,3411,5001900US3411,Congressional District 11,C2,119,G5200,N,1021716294,46806634,+40.8766250,-074.4189995,NJ11,S001207,00010480,Ms. ,Mikie,,Sherrill,,"Sherrill, Mikie",55034,https://sherrill.house.gov/,N,https://sherrill.house.gov/contact,https://ziplook.house.gov/zip/pictures/nj11_sherrill.jpg,https://facebook.com/RepMikieSherrill,https://twitter.com/RepSherrill,,https://instagram.com/repsherrill/,,D,11,,,1427,LHOB,Armed Services;Sel Comm Strategic Comp Us Chi,,1870847329.04297,336178.142870493
259,35,03,3503,5001900US3503,Congressional District 3,C2,119,G5200,N,135499060516,345175591,+35.6392433,-105.5236390,NM03,L000273,00010659,Ms. ,Teresa,,Leger Fernandez,,"Leger Fernandez, Teresa",56190,https://fernandez.house.gov,N,https://fernandez.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/nm03_legerfernandez.jpg,,,,,,D,03,,,1510,LHOB,Education and Workforce;Natural Resources;Rules,,206213662490.352,3096684.81679785
260,35,01,3501,5001900US3501,Congressional District 1,C2,119,G5200,N,45506328023,51368821,+34.2867891,-105.2383164,NM01,S001218,00010710,Ms. ,Melanie,A.,Stansbury,,"Stansbury, Melanie",56316,https://stansbury.house.gov/,N,https://stansbury.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/nm01_stansbury.jpg,https://www.facebook.com/RepStansbury,https://x.com/Rep_Stansbury,,https://instagram.com/RepStansbury,,D,01,,,1421,LHOB,Natural Resources;Oversight and Gov Reform,,66896296804.0938,1674502.20977592
261,35,02,3502,5001900US3502,Congressional District 2,C2,119,G5200,N,133193131270,329986877,+33.2129511,-107.0033033,NM02,V000136,00010836,Mr. ,Gabe,,Vasquez,,"Vasquez, Gabe",52365,https://vasquez.house.gov,N,https://vasquez.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/nm02_vasquez.jpg,https://www.facebook.com/profile.php?id=100089328694464&mibextid=LQQJ4d,https://x.com/RepGabeVasquez,,https://instagram.com/RepGabeVasquez,,D,02,,,1517,LHOB,Agriculture;Armed Services,,191292280400.984,2826655.55384228
262,36,16,3616,5001900US3616,Congressional District 16,C2,119,G5200,N,321272151,86432227,+40.9784852,-073.7774003,NY16,L000606,00011012,Mr. ,George,,Latimer,,"Latimer, George",52464,https://latimer.house.gov/,N,https://latimer.house.gov/contact,https://ziplook.house.gov/zip/pictures/ny16_latimer.jpg,https://www.facebook.com/RepGLatimer/,https://x.com/RepGLatimer,,https://www.instagram.com/repglatimer/,,D,16,,,1507,LHOB,"Education and Workforce;Science, Space, and Technology",,715985852.105469,144804.079814861
263,36,17,3617,5001900US3617,Congressional District 17,C2,119,G5200,N,2135917500,206858784,+41.3086976,-073.8034657,NY17,L000599,00010842,Mr. ,Michael,,Lawler,,"Lawler, Michael",56506,https://lawler.house.gov,N,https://lawler.house.gov/contact/,https://ziplook.house.gov/zip/pictures/ny17_lawler.jpg,https://facebook.com/RepMikeLawler,https://twitter.com/RepMikeLawler,,https://instagram.com/RepMikeLawler,,R,17,,,1013,LHOB,Financial Services;Foreign Affairs,,4155663816.33984,351308.305679272
264,36,18,3618,5001900US3618,Congressional District 18,C2,119,G5200,N,4824803649,184624761,+41.6400156,-074.0545932,NY18,R000579,00010843,Mr. ,Patrick,,Ryan,,"Ryan, Patrick",55614,https://patryan.house.gov/,N,https://patryan.house.gov/address_authentication?form=/contact/email-me,https://ziplook.house.gov/zip/pictures/ny19_ryan.jpg,https://www.facebook.com/RepPatRyan,https://twitter.com/RepPatRyanNY,,,,D,18,,,1030,LHOB,Armed Services;Transportation,,8977480554.72656,669206.929393152
